cellid,x,y,celltype,nearest_B_id,nearest_B_dist,B_count_within_R,radius
62219,5.02446,91.3735,A,29887,0.0807654,25,1
62226,45.4128,37.1165,A,5526,0.112487,27,1
62231,93.4975,6.98222,A,44619,0.155795,13,1
62232,71.7834,94.842,A,34166,0.333556,20,1
62233,85.0053,43.3369,A,74896,0.320904,20,1
62246,72.8637,74.8618,A,31398,0.0813463,22,1
62250,34.4977,53.4415,A,37655,0.232483,14,1
62256,78.1568,78.103,A,13349,0.327458,23,1
62257,75.7983,76.0053,A,63778,0.06228,22,1
62261,26.5024,94.5949,A,33299,0.122376,30,1
62263,24.0881,71.9348,A,15431,0.147722,31,1
62265,92.3005,90.4829,A,93958,0.231891,19,1
62271,17.9435,25.5271,A,33658,0.312275,23,1
62272,48.7223,52.0201,A,20690,0.168138,12,1
62274,60.1601,51.185,A,53050,0.046203,27,1
62275,4.33108,92.6825,A,25271,0.0362195,19,1
62276,27.6824,92.3499,A,98412,0.0730556,17,1
62279,63.3471,88.9093,A,16686,0.245148,22,1
62280,49.532,68.9741,A,34471,0.0606515,20,1
62281,75.1311,86.6519,A,70027,0.191102,12,1
62283,94.6596,15.4752,A,80309,0.122282,29,1
62285,13.5126,80.1242,A,21294,0.125584,29,1
62289,95.6077,38.0864,A,26341,0.220892,21,1
62290,44.2516,26.2157,A,63860,0.0870427,21,1
62291,85.8991,46.6407,A,77704,0.250158,23,1
62295,0.654672,76.0706,A,90574,0.146235,18,1
62298,91.7941,1.82895,A,58944,0.212516,21,1
62299,61.272,66.0502,A,57708,0.252524,31,1
62301,60.8007,32.5307,A,75053,0.113519,24,1
62309,49.2755,26.7869,A,34498,0.0831379,21,1
62310,22.0416,4.17095,A,11375,0.134172,30,1
62314,65.9632,63.2279,A,21463,0.298693,28,1
62321,21.6453,73.932,A,70293,0.399766,14,1
62322,25.5484,61.1632,A,64129,0.2669,23,1
62325,8.30091,63.8235,A,51742,0.181784,13,1
62328,94.5996,94.9944,A,28542,0.167787,17,1
62332,23.6263,87.002,A,375,0.0903691,25,1
62335,9.18369,42.4495,A,7513,0.216095,19,1
62337,20.0599,69.3662,A,63340,0.14224,13,1
62340,43.331,58.5874,A,23038,0.208663,19,1
62344,35.693,34.6328,A,91841,0.328869,20,1
62346,68.0613,88.0252,A,36816,0.065643,26,1
62348,17.4942,19.7349,A,3515,0.222357,19,1
62349,78.0042,50.1802,A,79534,0.122736,20,1
62352,27.5284,79.7866,A,62017,0.302595,26,1
62357,59.8321,73.5443,A,78974,0.117778,29,1
62363,65.9377,99.3193,A,21507,0.192167,29,1
62369,92.7406,48.5111,A,66651,0.0497568,20,1
62375,49.0293,83.7431,A,67784,0.295035,18,1
62382,69.3336,52.3517,A,78650,0.141285,15,1
62387,71.6298,54.4941,A,6466,0.338688,25,1
62388,10.1233,54.2597,A,36654,0.258745,23,1
62391,61.0706,45.8252,A,13099,0.103916,26,1
62393,17.9367,90.171,A,17183,0.232212,33,1
62396,71.2798,72.9142,A,18079,0.112513,26,1
62397,54.1335,96.8639,A,31682,0.287471,21,1
62398,27.41,21.2769,A,41727,0.121675,19,1
62399,30.9124,95.9216,A,22150,0.200483,16,1
62400,45.422,17.3286,A,84297,0.0536233,24,1
62403,84.2804,85.6706,A,54198,0.17636,26,1
62404,59.3783,83.0566,A,74166,0.308761,18,1
62406,66.8343,83.549,A,83145,0.290923,26,1
62410,15.9668,35.6017,A,90989,0.258538,21,1
62412,54.702,56.0256,A,78828,0.162568,26,1
62416,95.9948,89.1527,A,43605,0.243067,26,1
62417,4.79619,27.2619,A,72918,0.16269,26,1
62419,32.9144,69.2468,A,15253,0.198955,21,1
62428,94.868,58.8852,A,93853,0.160042,22,1
62440,11.3369,7.16934,A,39436,0.0936419,27,1
62441,41.7153,80.0976,A,89163,0.179121,30,1
62445,7.8513,52.4193,A,79254,0.315608,8,1
62446,36.5813,87.7234,A,25891,0.257051,25,1
62447,66.3534,28.1502,A,8588,0.169235,22,1
62450,89.0809,19.9951,A,17937,0.315601,26,1
62451,54.2284,34.4525,A,31274,0.210943,26,1
62453,25.1516,29.5977,A,54573,0.256901,31,1
62457,30.7526,17.7396,A,16025,0.111713,23,1
62462,59.306,60.2374,A,48702,0.162372,29,1
62468,27.1789,57.6779,A,68166,0.251157,22,1
62470,2.16509,41.6625,A,58338,0.19369,16,1
62472,31.817,65.2578,A,53324,0.112619,23,1
62473,71.2877,59.3522,A,60092,0.204344,20,1
62474,24.0157,43.6615,A,38347,0.116968,18,1
62476,60.7427,50.267,A,27417,0.272257,16,1
62477,74.7608,19.2445,A,66477,0.0740387,30,1
62486,92.363,14.146,A,36375,0.216749,14,1
62488,27.3133,96.553,A,60797,0.132658,25,1
62492,68.1443,18.2901,A,38110,0.2099,19,1
62496,67.0065,68.7822,A,42138,0.345662,18,1
62498,96.3755,24.0877,A,68065,0.324944,21,1
62499,3.25984,77.2267,A,80575,0.373664,30,1
62501,76.4974,91.3228,A,24190,0.14146,19,1
62504,38.006,35.7948,A,21949,0.118564,15,1
62515,26.0423,67.7715,A,26276,0.129252,20,1
62517,27.5591,31.6179,A,6250,0.196926,26,1
62526,5.12462,79.914,A,94107,0.262984,24,1
62531,24.3248,15.9116,A,87544,0.0432289,12,1
62533,10.2996,18.5385,A,43950,0.142643,21,1
62534,89.6609,42.0518,A,73809,0.337415,21,1
62535,54.6844,14.1847,A,14501,0.143044,20,1
62542,66.94,31.5409,A,94304,0.0437324,30,1
62550,29.7218,7.1277,A,29961,0.117722,21,1
62552,17.8991,35.4936,A,24789,0.315572,14,1
62557,18.3519,13.566,A,54918,0.0900397,25,1
62568,83.8451,13.8669,A,64529,0.41556,21,1
62569,32.0133,17.0276,A,41148,0.665191,9,1
62570,3.49519,5.43627,A,1047,0.0997798,23,1
62572,46.0947,68.2711,A,17224,0.110635,18,1
62573,66.8407,94.1167,A,72725,0.271017,33,1
62580,5.12133,82.6,A,13677,0.0437454,31,1
62582,22.5847,55.6655,A,93295,0.0855485,22,1
62587,18.5054,16.5644,A,24401,0.146844,26,1
62589,15.6039,0.529309,A,4817,0.102487,19,1
62590,69.4518,50.1036,A,3244,0.231739,20,1
62596,32.7323,84.9154,A,8643,0.404639,12,1
62597,24.4538,95.8013,A,18835,0.3392,24,1
62606,51.4951,71.212,A,43580,0.0463133,13,1
62607,53.1341,58.7962,A,64691,0.312545,18,1
62608,11.7965,81.663,A,80007,0.214614,30,1
62609,4.55569,62.2237,A,44277,0.0668279,19,1
62610,65.1317,87.8296,A,73282,0.196326,29,1
62612,77.9145,48.9726,A,31261,0.321961,21,1
62613,81.9868,65.2085,A,60574,0.14996,27,1
62618,56.3832,5.01636,A,72581,0.258579,26,1
62627,55.5999,9.33053,A,36714,0.0396059,22,1
62630,49.3893,26.0361,A,20459,0.0409617,30,1
62632,27.1773,55.977,A,68326,0.0811817,31,1
62635,35.1431,40.7858,A,16898,0.0989018,15,1
62637,9.86057,82.1928,A,23141,0.125659,27,1
62640,16.0426,82.8623,A,26691,0.194966,20,1
62647,97.6205,37.0804,A,23649,0.202945,23,1
62650,36.1396,32.8728,A,73280,0.298715,19,1
62652,13.1245,78.3179,A,75170,0.130507,22,1
62655,4.17447,88.2572,A,73682,0.0655956,22,1
62656,85.3759,62.8804,A,84362,0.130723,22,1
62657,89.7353,65.7968,A,21806,0.0643392,27,1
62659,1.23674,86.2836,A,68380,0.0656184,30,1
62663,89.677,18.5697,A,74267,0.195875,20,1
62669,19.4566,7.25216,A,16893,0.324702,24,1
62674,75.1294,82.7485,A,14018,0.0227221,27,1
62676,38.4607,45.1961,A,36066,0.144954,20,1
62680,79.5486,90.9119,A,13088,0.0802204,20,1
62685,17.4302,84.3089,A,98230,0.0397184,22,1
62686,79.6368,21.7543,A,46535,0.19024,27,1
62698,74.8879,77.5373,A,69399,0.161213,22,1
62701,56.7262,50.8003,A,48824,0.0826253,29,1
62707,71.2279,28.9316,A,52985,0.192159,16,1
62720,13.437,73.888,A,94063,0.0796352,23,1
62721,59.9455,71.9559,A,50684,0.0893198,20,1
62725,72.857,36.3595,A,31825,0.121872,21,1
62729,64.7262,95.8313,A,13098,0.112681,22,1
62730,61.6131,55.9804,A,89607,0.154576,21,1
62731,36.3139,24.3937,A,51619,0.354867,25,1
62732,37.4301,76.2963,A,54075,0.0468455,26,1
62733,45.6676,89.0818,A,1674,0.521893,14,1
62738,55.3911,37.1359,A,87182,0.195758,24,1
62747,50.8768,93.0965,A,20123,0.281,20,1
62748,58.5345,44.5236,A,49359,0.0226784,15,1
62754,23.1292,42.6453,A,98673,0.0908793,20,1
62756,94.2023,26.3945,A,67892,0.156234,12,1
62763,80.0845,45.4152,A,13113,0.143747,15,1
62765,99.5917,43.6187,A,5490,0.145435,28,1
62767,17.4522,52.125,A,15358,0.185974,25,1
62768,50.5296,35.5687,A,55699,0.0746637,20,1
62772,67.1242,57.7614,A,9901,0.30386,24,1
62773,79.3263,88.8185,A,46986,0.181982,22,1
62776,59.5789,42.1343,A,32285,0.144236,15,1
62779,58.9691,43.4589,A,48345,0.115981,16,1
62780,24.6745,92.2936,A,62564,0.0366529,13,1
62781,27.6154,81.317,A,34335,0.302596,19,1
62782,57.0641,77.1496,A,91244,0.216324,19,1
62783,31.2333,91.5937,A,60443,0.0444493,29,1
62785,27.8149,63.9175,A,45777,0.143573,22,1
62786,68.608,48.3869,A,67306,0.24503,20,1
62788,47.4324,40.7752,A,9556,0.181317,21,1
62790,47.5987,22.1638,A,28898,0.00314843,21,1
62794,78.105,36.4249,A,95748,0.343359,20,1
62795,65.6815,3.13056,A,4073,0.282127,20,1
62800,53.9943,82.2953,A,316,0.191418,20,1
62802,70.5139,87.2948,A,36926,0.172017,26,1
62803,95.3641,18.8344,A,19510,0.0756174,22,1
62805,45.482,13.4037,A,74296,0.216388,23,1
62808,45.1979,15.4741,A,27162,0.0627395,16,1
62809,88.213,76.8315,A,81260,0.114427,19,1
62815,83.7432,26.2253,A,80893,0.241874,22,1
62819,89.8812,22.8731,A,77562,0.180237,33,1
62822,56.2204,11.3838,A,73730,0.124512,26,1
62823,46.1583,73.5643,A,32767,0.158359,26,1
62824,52.4931,44.1594,A,36128,0.260221,23,1
62827,36.5921,61.5998,A,13061,0.215727,21,1
62829,62.7249,17.2712,A,87606,0.25062,18,1
62831,36.1683,38.0008,A,65509,0.0166463,32,1
62833,48.5143,7.95484,A,50410,0.0761539,25,1
62836,49.2537,67.3512,A,22665,0.173124,27,1
62838,28.4568,83.0827,A,52334,0.229508,26,1
62840,72.6322,85.3559,A,33891,0.190939,31,1
62841,83.2704,76.3854,A,64391,0.129389,20,1
62843,38.9951,50.8112,A,75736,0.431343,16,1
62847,24.2644,72.5396,A,28535,0.136188,25,1
62850,76.4836,81.826,A,94536,0.143114,22,1
62855,25.4778,92.2541,A,27324,0.298917,16,1
62856,13.2007,29.1678,A,99659,0.161536,29,1
62859,53.3206,89.5937,A,58967,0.272549,17,1
62861,8.0903,38.4603,A,22175,0.21123,26,1
62866,37.4084,16.0782,A,51046,0.155517,28,1
62869,20.4425,53.4932,A,94963,0.199277,15,1
62871,58.1398,63.4799,A,33974,0.0784097,24,1
62872,54.1939,12.1768,A,26955,0.242431,26,1
62873,45.6132,13.385,A,74296,0.205289,20,1
62877,28.9885,91.3112,A,68429,0.137536,21,1
62885,61.2904,44.4668,A,92579,0.266537,21,1
62886,98.1197,85.7308,A,87712,0.102949,32,1
62887,65.2377,96.5132,A,50667,0.0127513,27,1
62890,83.6637,23.0604,A,70435,0.150436,35,1
62891,48.3644,90.0324,A,58274,0.117912,27,1
62893,0.701312,6.31756,A,35960,0.163325,22,1
62897,48.1075,90.5542,A,61963,0.052333,23,1
62900,37.2637,5.88024,A,23880,0.188101,25,1
62902,51.7336,80.8108,A,87621,0.389722,14,1
62903,92.0181,40.4972,A,73193,0.114053,26,1
62907,60.6016,53.4081,A,53237,0.190162,26,1
62910,23.721,1.27706,A,3918,0.221454,26,1
62912,18.4712,49.6366,A,55948,0.187045,15,1
62913,22.3702,64.1027,A,55627,0.193516,20,1
62914,61.9753,64.5003,A,15663,0.024263,23,1
62916,40.2801,5.54239,A,23450,0.337247,24,1
62917,26.2431,12.3946,A,10391,0.0299206,12,1
62918,89.7452,74.4608,A,23242,0.198057,13,1
62922,79.5091,34.9551,A,30590,0.215161,25,1
62924,40.1739,25.0722,A,75514,0.422753,13,1
62928,57.4416,78.0965,A,13381,0.183446,11,1
62929,19.7555,32.6111,A,88665,0.203344,26,1
62934,82.6247,29.8471,A,25043,0.097489,21,1
62935,49.4429,32.0512,A,8139,0.157708,29,1
62940,20.0628,89.4298,A,36669,0.058045,31,1
62945,23.1406,20.6243,A,85865,0.275402,19,1
62949,40.3062,35.3935,A,25234,0.0792298,25,1
62951,4.64354,47.5161,A,25267,0.241521,16,1
62956,47.8803,97.819,A,2942,0.33613,18,1
62958,60.6204,58.6344,A,80932,0.0670327,16,1
62960,20.8281,44.4286,A,69647,0.027807,22,1
62961,89.3875,63.1856,A,50345,0.100101,15,1
62963,95.2661,88.5984,A,57748,0.268348,30,1
62970,19.9043,10.7145,A,24573,0.155073,31,1
62973,41.5691,17.8228,A,94863,0.424049,21,1
62976,54.0449,40.0958,A,8900,0.138157,24,1
62977,91.7016,93.2988,A,30979,0.132305,21,1
62980,99.8128,49.0431,A,36735,0.0826911,10,1
62981,43.5262,3.47618,A,7041,0.234037,30,1
62983,92.6397,94.5056,A,14633,0.145263,13,1
62985,64.9793,4.63775,A,3577,0.158889,28,1
62986,55.6047,43.3056,A,60372,0.0672926,17,1
62988,11.8857,88.2588,A,97051,0.244654,26,1
62994,10.7248,84.5413,A,15063,0.266112,29,1
62997,13.5918,26.6252,A,63834,0.239471,20,1
63002,81.7993,31.4701,A,34521,0.0523762,32,1
63003,74.0436,22.1365,A,69397,0.127429,27,1
63010,42.7736,81.5953,A,65841,0.155629,15,1
63011,84.9802,62.2764,A,56153,0.171756,18,1
63014,56.8706,36.9261,A,8707,0.206825,25,1
63015,40.4864,3.03463,A,49330,0.238697,30,1
63018,12.1949,15.8526,A,93455,0.218804,17,1
63022,73.0494,68.3079,A,99009,0.0792631,28,1
63023,2.85651,29.4341,A,70851,0.233436,17,1
63030,5.56132,22.7588,A,89426,0.127938,24,1
63032,72.0372,47.744,A,50978,0.0956921,23,1
63035,99.2389,10.4087,A,67326,0.0350257,40,1
63036,80.5864,2.59594,A,45598,0.10475,25,1
63044,9.20514,0.611261,A,83533,0.316593,19,1
63049,75.2535,94.3298,A,8347,0.206453,21,1
63063,75.8933,37.1734,A,50301,0.189591,33,1
63074,5.10582,25.3945,A,47271,0.227635,22,1
63080,1.24965,71.7283,A,80562,0.195569,21,1
63082,91.7103,68.7347,A,27447,0.252994,19,1
63084,8.4165,36.9726,A,83615,0.227681,25,1
63085,84.3444,48.5622,A,88911,0.238271,23,1
63088,20.8333,43.1474,A,56526,0.40929,20,1
63091,59.8878,12.0325,A,31012,0.0976649,24,1
63102,99.3335,74.9983,A,37229,0.291105,20,1
63104,60.8831,85.4854,A,56226,0.156544,22,1
63114,13.163,95.0877,A,67072,0.34189,22,1
63115,59.2682,71.4368,A,96775,0.380777,24,1
63116,68.4826,43.0643,A,21787,0.358298,18,1
63119,76.3237,14.0787,A,6672,0.210077,30,1
63127,86.2567,56.1711,A,98897,0.220087,12,1
63130,92.0429,1.42821,A,14664,0.119335,22,1
63131,7.27497,98.2761,A,96230,0.270441,24,1
63132,32.2652,18.5331,A,81153,0.197518,20,1
63136,63.3154,29.056,A,49571,0.295711,27,1
63139,56.8219,3.6605,A,64279,0.261021,23,1
63141,12.453,40.4985,A,31136,0.279719,21,1
63143,93.8482,88.4317,A,45584,0.171366,20,1
63144,83.5586,23.1378,A,70435,0.25196,33,1
63147,55.7261,16.2842,A,47147,0.0520978,23,1
63150,50.1967,69.6601,A,41,0.238654,24,1
63154,52.4604,61.3902,A,60804,0.426743,23,1
63157,91.7087,74.6752,A,13380,0.582896,14,1
63158,90.8391,61.9094,A,33981,0.238409,24,1
63160,23.6191,0.415016,A,96627,0.145286,24,1
63162,49.352,58.9352,A,3760,0.133169,28,1
63164,86.9723,49.5231,A,76023,0.279239,19,1
63165,86.0648,53.1075,A,5267,0.300092,29,1
63166,20.4287,60.0192,A,91993,0.333879,15,1
63167,96.9426,72.1553,A,89037,0.128655,18,1
63174,10.0157,44.2618,A,90510,0.200712,20,1
63177,47.3062,25.0495,A,83719,0.455734,16,1
63180,92.1238,42.0863,A,94821,0.164728,22,1
63183,27.7663,22.6262,A,52005,0.213869,18,1
63188,89.0411,85.5864,A,35309,0.209193,20,1
63189,52.5264,88.7274,A,49,0.248885,14,1
63192,55.1421,20.3253,A,37350,0.0903829,17,1
63194,45.0912,98.0665,A,3186,0.0942943,20,1
63196,23.9722,36.0795,A,73401,0.127599,30,1
63204,61.2863,67.4316,A,37210,0.11665,30,1
63205,87.2098,98.6223,A,13084,0.242769,23,1
63207,26.828,0.0924184,A,19032,0.615996,8,1
63209,23.1595,1.91715,A,64623,0.242137,22,1
63213,59.3093,35.5374,A,30186,0.109521,16,1
63214,88.4086,27.9947,A,30618,0.19503,24,1
63216,35.2611,38.4033,A,76889,0.258027,23,1
63224,88.5467,13.4176,A,58894,0.23063,17,1
63228,70.4177,59.5722,A,64723,0.161733,23,1
63229,29.6772,67.624,A,4314,0.130076,23,1
63231,53.9651,14.8702,A,37871,0.521606,16,1
63232,17.7674,74.2171,A,83586,0.179453,23,1
63238,3.9837,33.4898,A,74311,0.131789,17,1
63239,81.3776,15.6327,A,13079,0.165673,30,1
63245,17.2094,19.0651,A,69454,0.32398,16,1
63247,7.80032,52.8989,A,65571,0.0898474,13,1
63248,67.3347,33.3279,A,52421,0.305756,15,1
63250,56.4717,68.9975,A,90084,0.191745,22,1
63255,85.5982,31.4845,A,21988,0.359452,14,1
63257,87.0771,11.3702,A,25459,0.0638592,26,1
63260,38.1,8.31479,A,33892,0.0598945,18,1
63269,92.4125,63.2803,A,53327,0.0594819,24,1
63274,49.3646,41.7482,A,50307,0.152108,29,1
63276,7.99134,83.5428,A,77203,0.283922,16,1
63278,89.6368,61.6782,A,11977,0.158618,23,1
63279,60.2814,14.0249,A,2353,0.30376,27,1
63280,75.4412,85.8269,A,75887,0.114533,24,1
63282,42.0056,71.8798,A,78194,0.190216,16,1
63284,93.5119,83.6122,A,7917,0.0708092,20,1
63290,72.6185,49.1311,A,82019,0.331387,19,1
63291,15.6551,1.47999,A,16920,0.106852,23,1
63293,20.1211,17.6776,A,31499,0.118932,19,1
63294,36.1596,38.4263,A,86049,0.23282,30,1
63295,9.83393,11.7946,A,63554,0.341189,20,1
63297,96.951,46.09,A,6764,0.043511,30,1
63298,79.7867,42.8831,A,53550,0.196387,33,1
63300,14.5874,84.366,A,77463,0.137487,19,1
63303,7.20659,79.5712,A,38135,0.152419,23,1
63304,13.3391,16.467,A,7968,0.284898,19,1
63307,53.5291,51.9393,A,67475,0.0384724,25,1
63308,20.8728,35.5777,A,3871,0.365632,23,1
63312,16.1824,88.8914,A,26820,0.0718561,24,1
63317,39.7983,77.6215,A,95630,0.194227,18,1
63321,24.9783,51.1302,A,37037,0.149739,25,1
63324,70.9989,72.8444,A,70934,0.232944,21,1
63330,17.331,14.8924,A,65097,0.0579834,15,1
63335,41.273,19.9845,A,24132,0.172016,32,1
63341,10.7981,75.2358,A,36763,0.136051,19,1
63342,42.1662,0.655256,A,62950,0.364434,16,1
63343,48.1561,92.1576,A,97703,0.367759,25,1
63347,56.9811,67.4434,A,65505,0.0416516,22,1
63352,67.3366,65.8027,A,64743,0.314184,20,1
63356,33.5442,7.85274,A,93013,0.138863,30,1
63357,37.2788,56.5248,A,13755,0.0966533,27,1
63363,60.1749,69.5705,A,65232,0.0651623,17,1
63364,93.4484,41.2267,A,43539,0.307467,22,1
63366,65.234,6.23231,A,58581,0.0931577,18,1
63368,75.6909,87.381,A,68127,0.197204,23,1
63376,46.5512,16.2379,A,55675,0.229317,29,1
63379,42.4387,94.3712,A,42269,0.323979,14,1
63380,16.7391,11.7784,A,22482,0.1924,22,1
63395,37.5156,45.4998,A,14933,0.167547,18,1
63403,57.5486,50.7004,A,67509,0.0320575,25,1
63408,94.2495,63.167,A,92800,0.103992,21,1
63410,98.9561,70.6241,A,48507,0.203347,29,1
63413,64.1741,69.326,A,48710,0.103002,24,1
63414,72.8421,9.90826,A,53764,0.194211,26,1
63421,12.2686,69.7293,A,23974,0.0473819,12,1
63422,36.402,65.2813,A,96693,0.164211,21,1
63424,42.3672,65.0318,A,45990,0.0922113,19,1
63425,90.8802,8.15883,A,87890,0.0803381,19,1
63434,21.9327,55.0092,A,59258,0.196928,16,1
63437,80.4532,49.9674,A,84561,0.0602662,14,1
63439,38.3785,56.8768,A,16562,0.220891,26,1
63442,28.469,68.1063,A,34248,0.0850758,24,1
63444,75.3693,46.7271,A,95866,0.212332,25,1
63447,3.29296,29.2632,A,32233,0.220228,18,1
63449,20.1088,1.48272,A,78066,0.175278,24,1
63453,15.4794,19.8975,A,94240,0.190031,26,1
63459,9.35157,13.6105,A,603,0.275618,22,1
63460,72.1297,47.5434,A,94002,0.246453,20,1
63462,8.63979,69.6523,A,9688,0.160616,29,1
63466,77.849,42.0082,A,29164,0.0744078,23,1
63475,16.2412,78.5903,A,93396,0.265675,17,1
63479,96.5602,1.82503,A,84764,0.105659,27,1
63480,14.5529,51.6749,A,71107,0.216538,26,1
63482,45.6468,19.6869,A,94891,0.0813058,19,1
63483,62.2391,80.5976,A,50926,0.224174,18,1
63485,46.6852,28.8064,A,87751,0.32744,29,1
63488,19.2947,96.8085,A,80920,0.161844,20,1
63489,38.0609,70.4282,A,93005,0.261906,23,1
63492,2.19998,42.3398,A,58310,0.0655348,18,1
63498,49.1507,21.38,A,87743,0.177541,21,1
63500,63.7386,74.2168,A,49024,0.0647428,18,1
63503,3.69212,95.6399,A,65472,0.237181,22,1
63504,78.337,74.367,A,88960,0.206045,26,1
63508,58.1849,36.1674,A,22539,0.0979388,14,1
63509,36.061,31.0298,A,98774,0.118719,24,1
63513,36.8938,26.8916,A,24675,0.144715,24,1
63519,86.4394,69.8143,A,84676,0.133722,21,1
63523,68.1529,22.6021,A,23760,0.229916,24,1
63531,99.3465,65.3077,A,52608,0.0888726,26,1
63535,96.2293,58.6222,A,35168,0.204796,25,1
63536,53.2021,83.7129,A,72565,0.203918,32,1
63537,77.4391,38.0613,A,8196,0.238489,19,1
63540,57.2863,71.8707,A,45790,0.0922389,22,1
63542,89.9326,31.4012,A,67858,0.0358692,23,1
63545,48.2573,20.6937,A,69248,0.14184,27,1
63547,67.3269,64.7627,A,34225,0.0688699,16,1
63548,67.6818,66.1511,A,33114,0.171772,23,1
63551,48.185,29.3448,A,4026,0.0164069,31,1
63552,77.5199,38.3823,A,69445,0.19267,17,1
63553,75.6372,16.844,A,17650,0.300847,18,1
63556,83.401,83.6477,A,40189,0.0474279,21,1
63561,91.7653,53.37,A,54616,0.253696,18,1
63566,62.8113,1.62183,A,52691,0.137862,25,1
63567,53.7712,11.514,A,25480,0.299184,23,1
63568,34.4054,60.7805,A,25720,0.302772,18,1
63577,64.1381,61.8576,A,15950,0.164284,29,1
63578,93.2579,13.0983,A,82523,0.218958,20,1
63582,93.2128,70.7125,A,70774,0.142148,24,1
63584,50.4914,42.2622,A,13415,0.107369,27,1
63586,90.5366,82.3915,A,43922,0.0802217,24,1
63587,3.97976,9.85001,A,30444,0.367743,20,1
63594,73.6979,26.9972,A,57993,0.161634,23,1
63596,81.3431,27.2241,A,58230,0.14052,21,1
63597,19.339,56.8823,A,66130,0.169761,21,1
63598,93.7237,50.506,A,84907,0.18843,22,1
63602,63.8423,73.8999,A,63072,0.275723,20,1
63607,46.2354,83.0184,A,66021,0.257067,21,1
63614,1.80646,6.31541,A,92203,0.243389,22,1
63616,45.145,79.4972,A,53528,0.136699,29,1
63624,55.6634,10.0444,A,40628,0.134505,18,1
63629,36.0526,57.637,A,64576,0.163495,27,1
63630,73.2438,40.4929,A,38960,0.0234376,22,1
63631,64.6455,22.0923,A,46406,0.140853,25,1
63636,33.5574,18.8011,A,84229,0.0882333,25,1
63639,76.3356,21.9411,A,43996,0.117027,24,1
63640,99.1662,29.1006,A,49051,0.110562,24,1
63643,33.1295,70.8343,A,62710,0.318692,19,1
63644,97.1919,1.38298,A,83712,0.289796,24,1
63648,77.1643,39.5696,A,65389,0.154224,21,1
63654,23.0253,36.5644,A,7264,0.103789,24,1
63655,29.3623,83.4214,A,83347,0.259508,26,1
63658,79.0111,40.4748,A,52725,0.129814,22,1
63659,63.0124,98.0455,A,1874,0.250279,20,1
63660,82.096,10.2113,A,66455,0.254846,20,1
63663,73.7287,63.5089,A,92531,0.38213,27,1
63667,87.0383,91.0718,A,47327,0.226285,21,1
63668,91.0825,12.4037,A,41114,0.179293,20,1
63672,39.8808,36.745,A,19334,0.119178,25,1
63674,31.4303,17.4852,A,80018,0.172615,14,1
63677,22.9685,31.107,A,74293,0.190538,15,1
63679,10.0516,44.5371,A,90510,0.361073,15,1
63680,39.461,38.59,A,45249,0.116237,16,1
63683,76.9349,93.0416,A,55999,0.132615,21,1
63689,19.4408,65.1882,A,59419,0.235103,20,1
63691,47.7517,51.159,A,95279,0.0741757,23,1
63692,99.2772,85.7549,A,34177,0.0965973,29,1
63698,84.4034,73.6746,A,6744,0.126721,25,1
63699,8.52289,19.4381,A,75882,0.161757,18,1
63705,6.84047,54.2715,A,27336,0.0536264,21,1
63706,57.6804,78.4714,A,78902,0.295042,19,1
63707,76.3382,86.3677,A,45712,0.210383,27,1
63710,97.0114,73.3602,A,34360,0.258399,25,1
63714,16.5524,34.1557,A,68872,0.138109,15,1
63715,2.70503,86.0082,A,13330,0.163138,22,1
63716,99.745,71.0589,A,2918,0.100214,18,1
63717,45.9109,82.4343,A,38387,0.103493,23,1
63719,14.143,61.0581,A,65468,0.162314,25,1
63725,25.726,51.0752,A,26883,0.0503475,34,1
63727,43.1497,93.7729,A,54634,0.130691,22,1
63729,76.7446,18.314,A,65183,0.17965,17,1
63730,13.3971,21.4206,A,50927,0.173297,26,1
63731,1.97734,27.8733,A,36301,0.224765,27,1
63734,74.1898,13.0671,A,42789,0.0842824,16,1
63736,17.632,57.5651,A,62158,0.137155,27,1
63739,32.1898,46.5697,A,37671,0.370286,23,1
63742,82.7759,88.4862,A,66597,0.244843,20,1
63744,34.7083,99.8444,A,9500,0.30929,12,1
63749,14.601,61.4763,A,63603,0.199112,18,1
63751,75.4833,66.2534,A,56796,0.251883,19,1
63755,23.7288,26.4169,A,66230,0.173192,25,1
63757,43.6266,44.9679,A,75637,0.193009,15,1
63758,47.045,65.7307,A,74656,0.181145,23,1
63759,36.599,98.992,A,326,0.0341161,21,1
63762,32.3986,74.2325,A,82845,0.312492,28,1
63770,84.553,56.2115,A,62832,0.371365,17,1
63772,30.8762,64.9443,A,58937,0.161476,28,1
63776,84.4503,51.4057,A,7708,0.169492,22,1
63779,93.2914,56.613,A,85741,0.238818,14,1
63780,31.2247,89.3418,A,16380,0.191158,17,1
63781,21.744,47.1595,A,60393,0.308426,18,1
63782,24.3564,34.856,A,69556,0.170011,25,1
63787,78.3308,50.26,A,76300,0.0390154,17,1
63789,44.1718,60.4212,A,66650,0.420829,22,1
63790,12.6864,89.4363,A,27888,0.0207016,17,1
63791,43.5744,67.4129,A,32276,0.0582416,20,1
63792,12.3839,73.9363,A,10805,0.247379,23,1
63793,51.2013,40.4479,A,56009,0.186014,21,1
63805,47.6238,65.1667,A,31594,0.0566569,23,1
63810,65.1031,73.0035,A,30610,0.173857,18,1
63811,20.8863,58.6962,A,10325,0.118859,19,1
63812,79.2525,35.8435,A,21670,0.444542,24,1
